fullVisitorId,weekend_prop,hour,totals.hits,totals.pageviews,bounce_prop,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem
193361951439999580,0.0,14.0,12.5,9.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,15.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,27.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.0,26.0,13.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,14.0,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,29.0,22.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,14.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.0,37.0,30.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,26.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,13.0,24.0,18.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,20.5,11.5,11.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.125,12.0,10.5,9.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,1.0,2.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.25,12.0,7.5,6.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,16.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,39.0,26.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,8.5,7.0,0.1666666666666666,Direct,Chrome,desktop,Windows
193361951439999580,1.0,12.0,26.0,22.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,12.0,10.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,5.0,25.0,23.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,33.5,25.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,10.5,6.0,4.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,35.0,25.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,7.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,16.0,10.0,8.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,9.5,35.0,24.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,6.0,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,19.0,13.0,11.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,27.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.1666666666666666,21.5,17.0,13.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.5,20.0,17.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,14.0,11.0,8.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,13.0,23.0,16.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,15.5,26.5,21.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,14.0,10.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,13.5,9.5,8.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,16.0,10.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,20.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,12.0,6.0,4.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,16.5,13.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,19.0,15.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,6.0,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0833333333333333,18.0,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,15.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.5,16.0,12.0,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.5,14.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,54.0,40.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.1111111111111111,18.0,4.0,4.0,0.1111111111111111,Direct,Chrome,desktop,Windows
193361951439999580,0.0,8.0,11.0,9.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,29.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,14.0,13.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,19.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,26.5,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,28.0,26.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,9.0,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,21.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.5,17.0,14.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,9.0,10.0,10.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.5,7.5,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,9.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,5.0,36.0,20.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,5.0,5.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,10.5,21.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,23.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.5,10.5,9.5,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,28.0,23.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,22.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,41.0,34.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.5,35.5,31.5,0.5,Direct,Chrome,desktop,Windows
193361951439999580,1.0,22.0,12.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.25,2.0,11.5,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.1666666666666666,16.0,9.0,7.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.5,9.0,8.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,15.0,14.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,23.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,42.0,32.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,2.0,15.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,8.5,8.5,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,16.0,11.0,10.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,6.5,20.5,17.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.25,18.5,7.0,6.0,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,22.0,29.0,22.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,20.5,16.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,14.0,14.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,5.0,5.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,17.0,8.0,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,21.0,17.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,6.0,38.0,30.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,57.0,34.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.5,15.5,12.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,25.0,20.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.5,28.0,18.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,17.5,14.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.5,9.0,7.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,49.0,41.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,3.0,16.0,14.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,15.0,33.0,29.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,5.5,4.5,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,13.5,11.5,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,8.5,17.0,13.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,28.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,19.0,45.0,35.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,18.0,16.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,24.0,20.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,25.5,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,9.0,6.0,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,17.0,28.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,2.0,14.5,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,3.0,45.0,34.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,1.0,3.0,14.5,13.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,31.0,23.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,3.5,3.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,24.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,16.0,14.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,6.0,6.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,12.0,46.0,42.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.5,10.0,10.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,9.0,5.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,13.0,13.0,11.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,30.0,23.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,9.5,8.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,39.0,30.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,19.0,11.0,11.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.0,14.5,11.5,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,10.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,22.0,45.0,36.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,16.0,11.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,1.0,22.0,49.0,35.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.5,40.5,29.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,22.0,8.5,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,3.0,3.0,0.4285714285714285,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.5,23.5,18.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,28.5,23.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,6.5,5.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.75,18.0,55.5,39.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,15.0,13.0,10.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.5,19.5,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,12.5,10.0,10.0,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.0,18.0,17.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.375,15.5,22.5,19.0,0.375,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,18.0,4.5,4.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.0,31.0,29.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,25.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,16.0,4.0,4.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.5,4.0,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.5,4.5,4.5,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,14.0,30.0,24.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,20.0,4.0,4.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,16.5,5.5,4.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,7.0,6.0,0.1428571428571428,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.0,12.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,23.0,17.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,18.5,27.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,5.0,5.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,17.5,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,43.0,34.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.1538461538461538,11.0,3.0,3.0,0.3076923076923077,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,19.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,59.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.5,27.0,20.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,10.5,13.5,11.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,30.0,22.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.5,9.0,7.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.5,16.0,14.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,3.0,3.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,29.0,25.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,15.0,15.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.75,18.5,15.5,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,10.0,10.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,27.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,7.5,24.5,18.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.0,8.5,7.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,6.0,4.0,0.2857142857142857,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,20.5,15.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,39.5,27.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,14.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,14.5,12.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,60.0,33.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,5.0,5.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0909090909090909,16.0,16.0,12.0,0.0909090909090909,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,25.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,26.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,10.0,9.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.5,10.5,8.5,0.1666666666666666,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,48.0,20.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.0,4.0,4.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,6.0,12.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,3.0,3.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,13.0,9.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,10.5,8.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,24.0,22.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,23.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,44.0,36.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,4.0,3.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,23.0,20.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,3.0,3.0,0.2857142857142857,Direct,Chrome,desktop,Windows
193361951439999580,0.0,5.0,23.0,19.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,5.0,4.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,12.0,9.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,6.0,6.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,17.5,15.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,14.0,25.0,21.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,8.0,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,13.0,9.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,11.0,10.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,5.0,5.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,4.0,4.0,0.0555555555555555,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,21.0,9.0,6.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,12.5,26.0,19.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.1428571428571428,18.0,7.0,7.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,12.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,5.0,7.0,5.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,37.5,27.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,8.0,13.5,11.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,22.0,19.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,16.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,26.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,16.0,13.0,0.2,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.5,18.5,15.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.0,9.0,7.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,10.0,7.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,48.0,36.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,3.0,3.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.5,6.5,6.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,3.0,3.0,0.4,Direct,Chrome,desktop,Windows
193361951439999580,0.0,4.0,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,30.0,25.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,18.0,9.0,9.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,3.0,33.0,25.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.0,14.0,14.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,12.5,60.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,19.5,22.5,17.0,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,3.0,3.0,0.4,Direct,Chrome,desktop,Windows
193361951439999580,0.0,22.0,16.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,7.0,6.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,27.0,24.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,2.0,25.0,17.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.5,17.0,12.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,7.0,3.0,3.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,45.0,33.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,21.5,40.5,32.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,11.0,8.0,0.5,Direct,Chrome,desktop,Windows
193361951439999580,0.0,16.5,11.0,9.5,0.25,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.0,21.0,21.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.5,3.5,12.0,10.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,20.0,23.0,17.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.6666666666666666,13.0,3.0,3.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,9.0,10.5,9.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,1.0,20.0,17.0,15.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,11.0,3.0,3.0,0.4,Direct,Chrome,desktop,Windows
193361951439999580,0.3333333333333333,20.0,5.0,4.0,0.3333333333333333,Direct,Chrome,desktop,Windows
193361951439999580,0.0,9.5,23.5,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,17.0,8.0,7.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,14.0,58.0,44.5,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,18.5,6.0,5.5,0.125,Direct,Chrome,desktop,Windows
193361951439999580,0.2,15.0,20.0,18.0,0.0,Direct,Chrome,desktop,Windows
193361951439999580,0.0,15.0,20.0,16.0,0.0,Direct,Chrome,desktop,Windows
